0,56,8,29,79,42,53,45,48,47,24,57,47,77,74
56,0,62,27,135,98,61,69,92,9,58,113,85,133,76
8,62,0,35,73,36,61,53,40,53,32,51,55,71,82
29,27,35,0,108,71,46,42,65,18,31,86,58,106,67
79,135,73,108,0,97,74,66,111,126,77,50,50,50,59
42,98,36,71,97,0,87,79,14,89,58,47,81,47,108
53,61,61,46,74,87,0,8,101,52,29,52,24,72,21
45,69,53,42,66,79,8,0,93,60,21,44,16,64,29
48,92,40,65,111,14,101,93,0,83,72,61,95,61,122
47,9,53,18,126,89,52,60,83,0,49,104,76,124,67
24,58,32,31,77,58,29,21,72,49,0,55,27,75,50
57,113,51,86,50,47,52,44,61,104,55,0,34,20,61
47,85,55,58,50,81,24,16,95,76,27,34,0,48,27
77,133,71,106,50,47,72,64,61,124,75,20,48,0,61
74,76,82,67,59,108,21,29,122,67,50,61,27,61,0
