0,24,12,57,128,22,64,122,16,34,102,78,74,92,27
24,0,34,81,106,44,78,100,28,58,126,102,52,82,51
12,34,0,57,140,16,76,134,28,34,102,86,86,104,27
57,81,57,0,111,41,47,105,53,35,45,57,57,75,38
128,106,140,111,0,150,64,16,112,146,88,64,54,44,149
22,44,16,41,150,0,86,144,38,18,86,96,96,114,11
64,78,76,47,64,86,0,58,50,82,48,24,34,28,85
122,100,134,105,16,144,58,0,106,140,72,48,48,30,143
16,28,28,53,112,38,50,106,0,34,98,74,58,76,37
34,58,34,35,146,18,82,140,34,0,76,92,92,110,7
102,126,102,45,88,86,48,72,98,76,0,24,82,44,79
78,102,86,57,64,96,24,48,74,92,24,0,58,20,95
74,52,86,57,54,96,34,48,58,92,82,58,0,38,95
92,82,104,75,44,114,28,30,76,110,44,20,38,0,113
27,51,27,38,149,11,85,143,37,7,79,95,95,113,0
