0,104,84,75,63,77,84,114,54,79,56,30,79,117,94
104,0,102,93,67,27,20,12,68,71,76,74,47,49,48
84,102,0,29,35,95,106,114,34,31,38,114,149,53,54
75,93,29,0,26,86,97,105,25,42,19,105,140,80,57
63,67,35,26,0,60,71,79,9,16,35,79,114,54,31
77,27,95,86,60,0,11,37,61,64,67,47,54,42,41
84,20,106,97,71,11,0,30,72,75,78,54,43,53,52
114,12,114,105,79,37,30,0,80,83,86,84,35,61,60
54,68,34,25,9,61,72,80,0,25,26,80,115,63,40
79,71,31,42,16,64,75,83,25,0,51,83,118,38,23
56,76,38,19,35,67,78,86,26,51,0,86,121,89,66
30,74,114,105,79,47,54,84,80,83,86,0,49,87,64
79,47,149,140,114,54,43,35,115,118,121,49,0,96,95
117,49,53,80,54,42,53,61,63,38,89,87,96,0,23
94,48,54,57,31,41,52,60,40,23,66,64,95,23,0
