0,78,93,39,113,69,108,51,111,44,33,85,34,126,25
78,0,69,113,79,121,94,81,77,50,111,33,52,92,53
93,69,0,54,48,52,25,42,18,49,64,76,59,33,86
39,113,54,0,92,30,69,32,72,63,10,120,61,87,60
113,79,48,92,0,100,73,62,50,69,90,46,79,17,106
69,121,52,30,100,0,39,40,50,71,40,128,69,83,68
108,94,25,69,73,39,0,57,23,64,79,101,74,56,101
51,81,42,32,62,40,57,0,60,31,30,88,29,75,44
111,77,18,72,50,50,23,60,0,67,82,78,77,33,104
44,50,49,63,69,71,64,31,67,0,61,57,10,82,37
33,111,64,10,90,40,79,30,82,61,0,118,59,97,58
85,33,76,120,46,128,101,88,78,57,118,0,59,59,60
34,52,59,61,79,69,74,29,77,10,59,59,0,92,27
126,92,33,87,17,83,56,75,33,82,97,59,92,0,119
25,53,86,60,106,68,101,44,104,37,58,60,27,119,0
