0,39,85,75,58,54,86,47,36,86,67,80,31,101,126
39,0,62,114,97,93,125,8,27,87,106,83,70,140,165
85,62,0,86,37,139,65,68,49,27,134,23,78,92,105
75,114,86,0,49,53,43,122,87,87,48,81,44,26,51
58,97,37,49,0,102,28,105,70,38,97,32,41,55,68
54,93,139,53,102,0,96,101,90,140,13,134,61,47,72
86,125,65,43,28,96,0,133,98,44,91,42,55,49,40
47,8,68,122,105,101,133,0,35,95,114,91,78,148,173
36,27,49,87,70,90,98,35,0,60,85,56,43,113,138
86,87,27,87,38,140,44,95,60,0,135,6,79,93,78
67,106,134,48,97,13,91,114,85,135,0,129,56,42,59
80,83,23,81,32,134,42,91,56,6,129,0,73,87,82
31,70,78,44,41,61,55,78,43,79,56,73,0,70,95
101,140,92,26,55,47,49,148,113,93,42,87,70,0,25
126,165,105,51,68,72,40,173,138,78,59,82,95,25,0
