0,167,70,47,142,120,81,124,68,106,115,153,93,57,140
167,0,97,120,25,47,86,43,99,61,62,30,78,116,27
70,97,0,23,72,50,89,54,10,48,65,83,81,45,70
47,120,23,0,95,73,76,77,21,61,68,106,68,58,93
142,25,72,95,0,22,103,30,74,36,79,13,95,91,28
120,47,50,73,22,0,115,42,52,22,91,33,107,69,40
81,86,89,76,103,115,0,73,79,137,34,116,12,134,75
124,43,54,77,30,42,73,0,56,64,49,43,65,73,16
68,99,10,21,74,52,79,56,0,58,55,85,71,55,72
106,61,48,61,36,22,137,64,58,0,113,47,129,55,62
115,62,65,68,79,91,34,49,55,113,0,92,22,110,51
153,30,83,106,13,33,116,43,85,47,92,0,108,102,41
93,78,81,68,95,107,12,65,71,129,22,108,0,126,67
57,116,45,58,91,69,134,73,55,55,110,102,126,0,89
140,27,70,93,28,40,75,16,72,62,51,41,67,89,0
