0,95,101,96,75,11,96,69,86,66,74,122,74,60,79
95,0,110,19,82,104,37,46,35,87,49,53,53,93,48
101,110,0,91,28,110,115,88,105,93,61,57,93,41,62
96,19,91,0,63,105,38,47,36,88,30,34,54,74,29
75,82,28,63,0,84,87,60,77,67,33,47,65,15,34
11,104,110,105,84,0,85,58,75,55,83,131,63,69,88
96,37,115,38,87,85,0,27,10,50,54,64,22,98,53
69,46,88,47,60,58,27,0,17,41,27,73,7,71,30
86,35,105,36,77,75,10,17,0,52,44,62,18,88,43
66,87,93,88,67,55,50,41,52,0,66,114,34,68,71
74,49,61,30,33,83,54,27,44,66,0,48,32,44,5
122,53,57,34,47,131,64,73,62,114,48,0,80,62,43
74,53,93,54,65,63,22,7,18,34,32,80,0,76,37
60,93,41,74,15,69,98,71,88,68,44,62,76,0,45
79,48,62,29,34,88,53,30,43,71,5,43,37,45,0
