0,95,25,54,7,35,48,87,30,114,87,41,138,126,59
95,0,70,93,94,126,85,96,65,75,96,54,43,63,38
25,70,0,49,24,56,43,82,13,89,82,30,113,101,34
54,93,49,0,47,33,8,33,36,112,75,39,136,124,57
7,94,24,47,0,32,41,80,29,113,80,40,137,125,58
35,126,56,33,32,0,41,52,61,145,108,72,169,157,90
48,85,43,8,41,41,0,39,30,104,67,31,128,116,49
87,96,82,33,80,52,39,0,69,103,66,52,127,115,58
30,65,13,36,29,61,30,69,0,84,69,17,108,96,29
114,75,89,112,113,145,104,103,84,0,37,73,40,12,55
87,96,82,75,80,108,67,66,69,37,0,52,61,49,58
41,54,30,39,40,72,31,52,17,73,52,0,97,85,18
138,43,113,136,137,169,128,127,108,40,61,97,0,28,79
126,63,101,124,125,157,116,115,96,12,49,85,28,0,67
59,38,34,57,58,90,49,58,29,55,58,18,79,67,0
