0,112,113,89,34,66,87,40,92,125,28,42,179,82,89
112,0,15,135,82,86,41,76,138,99,84,76,67,30,29
113,15,0,150,83,101,26,91,153,114,85,91,66,31,24
89,135,150,0,123,49,176,59,7,40,69,59,94,135,164
34,82,83,123,0,74,57,64,126,95,54,64,149,52,59
66,86,101,49,74,0,127,26,52,59,38,24,113,86,115
87,41,26,176,57,127,0,117,179,140,107,117,92,41,12
40,76,91,59,64,26,117,0,62,85,12,2,139,76,105
92,138,153,7,126,52,179,62,0,39,72,62,91,138,167
125,99,114,40,95,59,140,85,39,0,97,83,54,99,128
28,84,85,69,54,38,107,12,72,97,0,14,151,66,95
42,76,91,59,64,24,117,2,62,83,14,0,137,76,105
179,67,66,94,149,113,92,139,91,54,151,137,0,97,90
82,30,31,135,52,86,41,76,138,99,66,76,97,0,29
89,29,24,164,59,115,12,105,167,128,95,105,90,29,0
