0,59,106,47,13,59,70,27,70,52,33,41,24,41,56
59,0,47,24,72,54,61,82,73,111,92,68,83,100,21
106,47,0,59,103,101,36,129,120,124,139,115,122,147,50
47,24,59,0,48,42,37,70,61,87,80,56,63,88,9
13,72,103,48,0,72,67,40,83,39,36,54,19,44,53
59,54,101,42,72,0,65,32,19,111,58,18,83,58,51
70,61,36,37,67,65,0,93,84,88,103,79,86,111,40
27,82,129,70,40,32,93,0,43,79,26,14,51,26,79
70,73,120,61,83,19,84,43,0,122,69,29,94,69,70
52,111,124,87,39,111,88,79,122,0,53,93,28,53,90
33,92,139,80,36,58,103,26,69,53,0,40,25,8,89
41,68,115,56,54,18,79,14,29,93,40,0,65,40,65
24,83,122,63,19,83,86,51,94,28,25,65,0,25,72
41,100,147,88,44,58,111,26,69,53,8,40,25,0,97
56,21,50,9,53,51,40,79,70,90,89,65,72,97,0
