0,41,52,46,17,24,45,72,80,32,100,42,75,83,100
41,0,29,87,24,17,64,31,49,35,59,45,72,86,59
52,29,0,98,35,30,77,32,78,64,48,74,43,115,54
46,87,98,0,63,70,23,118,126,60,146,56,101,57,146
17,24,35,63,0,9,56,55,63,43,83,53,64,94,83
24,17,30,70,9,0,47,48,56,34,76,44,73,85,76
45,64,77,23,56,47,0,95,103,37,123,33,120,38,123
72,31,32,118,55,48,95,0,46,58,28,62,75,83,28
80,49,78,126,63,56,103,46,0,66,56,70,121,77,24
32,35,64,60,43,34,37,58,66,0,86,10,107,51,86
100,59,48,146,83,76,123,28,56,86,0,90,65,97,32
42,45,74,56,53,44,33,62,70,10,90,0,117,41,90
75,72,43,101,64,73,120,75,121,107,65,117,0,158,97
83,86,115,57,94,85,38,83,77,51,97,41,158,0,97
100,59,54,146,83,76,123,28,24,86,32,90,97,97,0
