0,158,79,23,77,53,92,68,91,113,143,66,73,71,65
158,0,83,135,81,105,66,90,87,45,17,92,85,87,93
79,83,0,98,54,46,35,145,12,116,92,73,22,114,22
23,135,98,0,54,52,69,47,110,90,120,43,76,48,76
77,81,54,54,0,24,19,91,66,62,66,19,32,60,32
53,105,46,52,24,0,39,99,58,70,90,27,24,68,24
92,66,35,69,19,39,0,110,47,81,57,38,19,79,27
68,90,145,47,91,99,110,0,157,45,75,72,123,31,123
91,87,12,110,66,58,47,157,0,128,104,85,34,126,34
113,45,116,90,62,70,81,45,128,0,30,47,94,42,94
143,17,92,120,66,90,57,75,104,30,0,77,70,72,78
66,92,73,43,19,27,38,72,85,47,77,0,51,41,51
73,85,22,76,32,24,19,123,34,94,70,51,0,92,8
71,87,114,48,60,68,79,31,126,42,72,41,92,0,92
65,93,22,76,32,24,27,123,34,94,78,51,8,92,0
