0,62,111,96,94,74,95,84,26,110,88,75,158,84,79
62,0,49,82,32,34,71,146,66,78,26,137,96,22,141
111,49,0,55,35,37,44,119,85,51,53,110,47,37,114
96,82,55,0,90,48,11,64,70,14,108,55,62,92,59
94,32,35,90,0,42,79,154,74,86,18,145,66,10,149
74,34,37,48,42,0,37,112,48,44,60,103,84,44,107
95,71,44,11,79,37,0,75,69,15,97,66,63,81,70
84,146,119,64,154,112,75,0,80,68,172,21,88,156,7
26,66,85,70,74,48,69,80,0,84,92,71,132,76,75
110,78,51,14,86,44,15,68,84,0,104,59,48,88,63
88,26,53,108,18,60,97,172,92,104,0,163,84,16,167
75,137,110,55,145,103,66,21,71,59,163,0,103,147,14
158,96,47,62,66,84,63,88,132,48,84,103,0,74,89
84,22,37,92,10,44,81,156,76,88,16,147,74,0,151
79,141,114,59,149,107,70,7,75,63,167,14,89,151,0
