0,78,56,112,75,11,61,88,58,25,104,57,50,61,74
78,0,36,40,3,67,67,20,88,79,26,49,28,31,36
56,36,0,76,37,45,59,32,52,57,48,55,46,5,72
112,40,76,0,39,101,101,60,128,113,52,83,62,71,58
75,3,37,39,0,64,64,21,89,76,29,46,25,32,35
11,67,45,101,64,0,52,77,59,16,93,48,39,50,65
61,67,59,101,64,52,0,77,111,36,93,18,39,54,43
88,20,32,60,21,77,77,0,68,89,16,59,38,27,56
58,88,52,128,89,59,111,68,0,75,76,107,98,57,124
25,79,57,113,76,16,36,89,75,0,105,32,51,62,55
104,26,48,52,29,93,93,16,76,105,0,75,54,43,50
57,49,55,83,46,48,18,59,107,32,75,0,21,50,25
50,28,46,62,25,39,39,38,98,51,54,21,0,41,26
61,31,5,71,32,50,54,27,57,62,43,50,41,0,67
74,36,72,58,35,65,43,56,124,55,50,25,26,67,0
