0,35,91,53,68,65,28,4,48,75,58,101,39,34,70
35,0,56,28,93,78,53,39,19,100,33,66,28,59,45
91,56,0,44,87,72,87,95,43,94,33,14,52,63,51
53,28,44,0,121,106,81,57,47,128,61,54,56,87,17
68,93,87,121,0,15,52,64,74,27,60,73,65,34,138
65,78,72,106,15,0,61,69,59,36,45,58,50,37,123
28,53,87,81,52,61,0,24,44,47,54,97,35,24,98
4,39,95,57,64,69,24,0,52,71,62,105,43,32,74
48,19,43,47,74,59,44,52,0,81,14,53,9,40,64
75,100,94,128,27,36,47,71,81,0,67,80,72,41,145
58,33,33,61,60,45,54,62,14,67,0,43,19,30,78
101,66,14,54,73,58,97,105,53,80,43,0,62,73,65
39,28,52,56,65,50,35,43,9,72,19,62,0,31,73
34,59,63,87,34,37,24,32,40,41,30,73,31,0,104
70,45,51,17,138,123,98,74,64,145,78,65,73,104,0
