0,67,46,46,134,90,110,46,106,55,115,100,8,37,32
67,0,105,113,95,133,71,111,67,122,76,167,73,76,99
46,105,0,26,88,44,64,6,62,31,69,62,54,29,24
46,113,26,0,114,70,90,26,86,9,95,54,40,37,14
134,95,88,114,0,52,32,88,38,119,19,86,142,97,112
90,133,44,70,52,0,84,44,90,75,71,34,98,57,68
110,71,64,90,32,84,0,64,6,95,13,118,118,73,88
46,111,6,26,88,44,64,0,68,31,69,56,54,35,24
106,67,62,86,38,90,6,68,0,91,19,124,114,69,84
55,122,31,9,119,75,95,31,91,0,100,45,49,46,23
115,76,69,95,19,71,13,69,19,100,0,105,123,78,93
100,167,62,54,86,34,118,56,124,45,105,0,94,91,68
8,73,54,40,142,98,118,54,114,49,123,94,0,45,30
37,76,29,37,97,57,73,35,69,46,78,91,45,0,23
32,99,24,14,112,68,88,24,84,23,93,68,30,23,0
