0,75,64,52,100,105,97,45,91,43,44,36,34,33,104
75,0,63,53,81,72,24,44,42,60,69,91,41,76,29
64,63,0,12,88,93,77,35,79,51,20,28,30,67,92
52,53,12,0,78,83,67,23,69,39,16,38,18,55,82
100,81,88,78,0,9,105,55,39,57,94,116,66,67,54
105,72,93,83,9,0,96,60,30,62,99,121,71,72,45
97,24,77,67,105,96,0,68,66,84,83,105,63,100,51
45,44,35,23,55,60,68,0,46,16,39,61,11,32,59
91,42,79,69,39,30,66,46,0,48,85,107,57,58,15
43,60,51,39,57,62,84,16,48,0,37,59,21,16,61
44,69,20,16,94,99,83,39,85,37,0,22,28,47,98
36,91,28,38,116,121,105,61,107,59,22,0,50,49,120
34,41,30,18,66,71,63,11,57,21,28,50,0,37,70
33,76,67,55,67,72,100,32,58,16,47,49,37,0,71
104,29,92,82,54,45,51,59,15,61,98,120,70,71,0
