0,124,93,73,58,85,110,19,64,53,95,28,60,71,77
124,0,93,77,66,85,26,143,68,101,95,152,72,89,47
93,93,0,20,141,178,119,112,29,146,188,89,153,164,48
73,77,20,0,121,158,99,92,9,126,168,75,133,144,30
58,66,141,121,0,37,52,77,112,35,47,86,12,23,93
85,85,178,158,37,0,59,74,149,32,14,89,25,20,130
110,26,119,99,52,59,0,129,90,87,69,138,58,75,71
19,143,112,92,77,74,129,0,83,42,76,23,71,54,96
64,68,29,9,112,149,90,83,0,117,159,84,124,135,21
53,101,146,126,35,32,87,42,117,0,42,57,29,18,98
95,95,188,168,47,14,69,76,159,42,0,99,35,24,140
28,152,89,75,86,89,138,23,84,57,99,0,80,75,105
60,72,153,133,12,25,58,71,124,29,35,80,0,17,105
71,89,164,144,23,20,75,54,135,18,24,75,17,0,116
77,47,48,30,93,130,71,96,21,98,140,105,105,116,0
