0,59,163,47,47,43,14,157,81,17,55,155,80,97,136
59,0,104,18,16,16,73,98,66,42,46,96,97,38,77
163,104,0,116,116,120,177,16,82,146,108,18,95,66,27
47,18,116,0,34,20,61,110,84,46,64,108,115,50,89
47,16,116,34,0,14,61,110,50,30,30,108,81,50,89
43,16,120,20,14,0,57,114,64,26,44,112,95,54,93
14,73,177,61,61,57,0,171,95,31,69,169,82,111,150
157,98,16,110,110,114,171,0,76,140,102,2,89,60,31
81,66,82,84,50,64,95,76,0,64,26,74,31,94,55
17,42,146,46,30,26,31,140,64,0,38,138,69,80,119
55,46,108,64,30,44,69,102,26,38,0,100,51,74,81
155,96,18,108,108,112,169,2,74,138,100,0,87,58,33
80,97,95,115,81,95,82,89,31,69,51,87,0,125,68
97,38,66,50,50,54,111,60,94,80,74,58,125,0,71
136,77,27,89,89,93,150,31,55,119,81,33,68,71,0
