0,36,9,60,76,23,29,95,26,23,79,44,30,34,115
36,0,45,84,100,21,53,63,54,41,103,20,66,28,79
9,45,0,55,71,28,24,104,31,32,74,49,21,39,124
60,84,55,0,26,83,31,113,86,43,29,104,74,94,133
76,100,71,26,0,99,47,87,102,59,3,120,90,110,107
23,21,28,83,99,0,52,80,33,40,102,21,45,11,100
29,53,24,31,47,52,0,110,55,38,50,73,43,63,130
95,63,104,113,87,80,110,0,113,72,84,83,125,87,24
26,54,31,86,102,33,55,113,0,43,105,40,12,26,133
23,41,32,43,59,40,38,72,43,0,62,61,53,51,92
79,103,74,29,3,102,50,84,105,62,0,123,93,113,104
44,20,49,104,120,21,73,83,40,61,123,0,52,14,93
30,66,21,74,90,45,43,125,12,53,93,52,0,38,145
34,28,39,94,110,11,63,87,26,51,113,14,38,0,107
115,79,124,133,107,100,130,24,133,92,104,93,145,107,0
