0,21,144,47,164,65,145,110,121,85,59,30,7,78,96
21,0,153,56,173,74,154,119,130,94,68,39,16,87,105
144,153,0,97,20,79,15,34,41,59,85,114,137,66,48
47,56,97,0,117,22,98,63,74,38,12,17,40,31,49
164,173,20,117,0,99,19,54,53,79,105,134,157,86,68
65,74,79,22,99,0,80,45,56,20,24,35,58,13,31
145,154,15,98,19,80,0,43,56,60,86,115,138,67,49
110,119,34,63,54,45,43,0,13,45,59,80,103,46,14
121,130,41,74,53,56,56,13,0,58,72,91,114,59,25
85,94,59,38,79,20,60,45,58,0,26,55,78,7,37
59,68,85,12,105,24,86,59,72,26,0,29,52,19,51
30,39,114,17,134,35,115,80,91,55,29,0,23,48,66
7,16,137,40,157,58,138,103,114,78,52,23,0,71,89
78,87,66,31,86,13,67,46,59,7,19,48,71,0,38
96,105,48,49,68,31,49,14,25,37,51,66,89,38,0
