0,137,74,111,94,102,73,100,113,79,35,99,47,103,112
137,0,63,96,43,35,64,143,90,122,102,50,90,36,25
74,63,0,53,70,54,29,100,47,79,39,25,27,79,52
111,96,53,0,123,107,82,47,6,34,76,46,64,132,105
94,43,70,123,0,16,41,170,117,149,81,77,89,9,18
102,35,54,107,16,0,29,154,101,133,67,61,73,25,10
73,64,29,82,41,29,0,129,76,108,40,36,48,50,39
100,143,100,47,170,154,129,0,53,21,89,93,81,179,152
113,90,47,6,117,101,76,53,0,36,78,40,66,126,99
79,122,79,34,149,133,108,21,36,0,68,72,60,158,131
35,102,39,76,81,67,40,89,78,68,0,64,12,90,77
99,50,25,46,77,61,36,93,40,72,64,0,52,86,59
47,90,27,64,89,73,48,81,66,60,12,52,0,98,71
103,36,79,132,9,25,50,179,126,158,90,86,98,0,27
112,25,52,105,18,10,39,152,99,131,77,59,71,27,0
