0,88,97,54,114,15,39,19,23,36,73,63,68,55,47
88,0,47,34,26,75,63,71,111,84,75,73,70,33,117
97,47,0,61,57,82,58,116,86,61,48,46,43,60,90
54,34,61,0,60,41,29,55,77,50,41,39,36,1,83
114,26,57,60,0,101,89,97,137,110,101,99,96,59,143
15,75,82,41,101,0,24,34,36,21,58,48,53,42,42
39,63,58,29,89,24,0,58,48,21,34,24,29,30,54
19,71,116,55,97,34,58,0,40,55,92,82,87,56,66
23,111,86,77,137,36,48,40,0,27,62,52,57,78,36
36,84,61,50,110,21,21,55,27,0,37,27,32,51,33
73,75,48,41,101,58,34,92,62,37,0,10,5,42,42
63,73,46,39,99,48,24,82,52,27,10,0,5,40,44
68,70,43,36,96,53,29,87,57,32,5,5,0,37,47
55,33,60,1,59,42,30,56,78,51,42,40,37,0,84
47,117,90,83,143,42,54,66,36,33,42,44,47,84,0
