0,63,17,79,86,92,34,54,86,64,68,103,110,53,53
63,0,66,96,103,31,83,45,103,3,95,120,63,10,116
17,66,0,62,69,95,17,57,69,67,51,86,113,56,50
79,96,62,0,15,125,45,87,25,97,11,56,143,102,52
86,103,69,15,0,110,52,72,10,100,18,41,128,109,59
92,31,95,125,110,0,112,38,100,28,124,89,32,39,145
34,83,17,45,52,112,0,74,52,84,34,69,130,73,33
54,45,57,87,72,38,74,0,62,42,86,75,56,51,107
86,103,69,25,10,100,52,62,0,100,24,31,118,109,59
64,3,67,97,100,28,84,42,100,0,96,117,60,11,117
68,95,51,11,18,124,34,86,24,96,0,55,142,91,41
103,120,86,56,41,89,69,75,31,117,55,0,87,126,76
110,63,113,143,128,32,130,56,118,60,142,87,0,69,163
53,10,56,102,109,39,73,51,109,11,91,126,69,0,106
53,116,50,52,59,145,33,107,59,117,41,76,163,106,0
