0,34,91,73,65,121,87,89,102,100,116,51,38,19,71
34,0,57,39,57,87,115,93,130,128,82,79,72,47,79
91,57,0,18,26,30,88,52,89,87,25,66,129,94,38
73,39,18,0,24,48,82,60,97,95,43,48,111,76,46
65,57,26,24,0,56,62,36,73,71,51,40,103,68,22
121,87,30,48,56,0,118,32,75,111,7,96,159,124,50
87,115,88,82,62,118,0,86,43,13,113,36,55,68,68
89,93,52,60,36,32,86,0,43,79,37,64,127,92,18
102,130,89,97,73,75,43,43,0,36,74,51,84,83,51
100,128,87,95,71,111,13,79,36,0,106,49,68,81,61
116,82,25,43,51,7,113,37,74,106,0,91,154,119,45
51,79,66,48,40,96,36,64,51,49,91,0,63,32,46
38,72,129,111,103,159,55,127,84,68,154,63,0,35,109
19,47,94,76,68,124,68,92,83,81,119,32,35,0,74
71,79,38,46,22,50,68,18,51,61,45,46,109,74,0
