0,24,36,65,117,75,44,83,76,99,107,10,75,112,81
24,0,54,83,93,51,26,101,94,75,125,22,83,130,57
36,54,0,29,89,65,80,47,40,71,71,46,47,76,53
65,83,29,0,82,94,109,26,17,64,42,75,40,47,78
117,93,89,82,0,54,99,108,65,18,84,115,42,87,38
75,51,65,94,54,0,57,112,105,58,136,73,94,141,16
44,26,80,109,99,57,0,127,120,81,151,34,109,156,63
83,101,47,26,108,112,127,0,43,90,24,93,66,29,96
76,94,40,17,65,105,120,43,0,47,31,86,23,36,89
99,75,71,64,18,58,81,90,47,0,78,97,36,83,42
107,125,71,42,84,136,151,24,31,78,0,117,42,5,120
10,22,46,75,115,73,34,93,86,97,117,0,75,122,79
75,83,47,40,42,94,109,66,23,36,42,75,0,47,78
112,130,76,47,87,141,156,29,36,83,5,122,47,0,125
81,57,53,78,38,16,63,96,89,42,120,79,78,125,0
