0,26,26,36,65,65,55,60,55,41,33,33,46,9,73
26,0,52,40,85,91,81,56,73,63,43,17,72,25,47
26,52,0,26,55,39,29,70,45,31,43,59,22,27,99
36,40,26,0,59,65,55,96,47,37,69,33,48,27,73
65,85,55,59,0,38,78,125,12,24,98,92,77,60,132
65,91,39,65,38,0,40,87,28,28,60,98,39,66,138
55,81,29,55,78,40,0,47,68,54,38,88,9,56,128
60,56,70,96,125,87,47,0,115,101,27,73,48,69,89
55,73,45,47,12,28,68,115,0,14,88,80,67,48,120
41,63,31,37,24,28,54,101,14,0,74,70,53,38,110
33,43,43,69,98,60,38,27,88,74,0,50,29,42,90
33,17,59,33,92,98,88,73,80,70,50,0,79,32,40
46,72,22,48,77,39,9,48,67,53,29,79,0,47,119
9,25,27,27,60,66,56,69,48,38,42,32,47,0,72
73,47,99,73,132,138,128,89,120,110,90,40,119,72,0
