0,91,43,8,80,64,66,64,108,107,82,25,83,37,79
91,0,64,83,79,67,41,41,45,20,21,96,34,64,12
43,64,0,51,99,21,39,35,81,80,55,32,56,6,52
8,83,51,0,72,72,72,72,100,99,74,33,75,45,71
80,79,99,72,0,120,120,120,34,99,58,85,113,93,69
64,67,21,72,120,0,42,38,86,83,62,39,59,27,55
66,41,39,72,120,42,0,4,86,41,62,71,17,39,51
64,41,35,72,120,38,4,0,86,45,62,67,21,35,51
108,45,81,100,34,86,86,86,0,65,26,113,79,81,35
107,20,80,99,99,83,41,45,65,0,41,112,24,80,30
82,21,55,74,58,62,62,62,26,41,0,87,55,55,11
25,96,32,33,85,39,71,67,113,112,87,0,88,32,84
83,34,56,75,113,59,17,21,79,24,55,88,0,56,44
37,64,6,45,93,27,39,35,81,80,55,32,56,0,52
79,12,52,71,69,55,51,51,35,30,11,84,44,52,0
