0,68,21,46,47,82,12,116,84,72,24,41,84,22,126
68,0,47,98,115,80,74,114,82,26,52,97,48,90,124
21,47,0,61,68,97,27,131,99,51,9,56,65,43,141
46,98,61,0,21,36,58,70,64,102,70,5,114,36,80
47,115,68,21,0,57,41,91,81,119,63,18,131,25,101
82,80,97,36,57,0,94,34,30,68,106,41,80,72,44
12,74,27,58,41,94,0,128,96,78,22,53,90,22,138
116,114,131,70,91,34,128,0,32,88,140,75,78,106,10
84,82,99,64,81,30,96,32,0,56,108,63,50,74,42
72,26,51,102,119,68,78,88,56,0,56,101,22,94,98
24,52,9,70,63,106,22,140,108,56,0,65,74,38,150
41,97,56,5,18,41,53,75,63,101,65,0,113,31,85
84,48,65,114,131,80,90,78,50,22,74,113,0,106,88
22,90,43,36,25,72,22,106,74,94,38,31,106,0,116
126,124,141,80,101,44,138,10,42,98,150,85,88,116,0
