0,93,13,108,97,52,57,44,46,20,74,111,79,61,93
93,0,92,39,120,75,68,137,47,101,97,18,102,32,116
13,92,0,107,110,39,44,45,45,9,87,110,92,60,106
108,39,107,0,81,90,83,152,62,116,64,29,77,47,77
97,120,110,81,0,149,154,83,73,117,23,110,18,106,18
52,75,39,90,149,0,7,66,76,32,126,93,131,43,145
57,68,44,83,154,7,0,71,81,37,131,86,136,48,150
44,137,45,152,83,66,71,0,90,36,88,155,75,105,97
46,47,45,62,73,76,81,90,0,54,50,65,55,33,69
20,101,9,116,117,32,37,36,54,0,94,119,99,69,113
74,97,87,64,23,126,131,88,50,94,0,87,13,83,19
111,18,110,29,110,93,86,155,65,119,87,0,92,50,106
79,102,92,77,18,131,136,75,55,99,13,92,0,88,22
61,32,60,47,106,43,48,105,33,69,83,50,88,0,102
93,116,106,77,18,145,150,97,69,113,19,106,22,102,0
